CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|TOTAL_BOLETAS_SOBRANTES|TOTAL_PERSONAS_VOTARON|TOTAL_REP_PARTIDO_CI_VOTARON|TOTAL_VOTOS_SACADOS|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_ASENTADO|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|REPRESENTANTES_PP_CI|OBSERVACIONES|CONTABILIZADA|MECANISMOS_TRASLADO|CODIGO_INTEGRIDAD|FECHA_HORA_ACOPIO|FECHA_HORA_CAPTURA|FECHA_HORA_VERIFICACION|ORIGEN|DIGITALIZACION|TIPO_DOCUMENTO
"=""230762B0100"""|230762B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""762"""|1|B|0|1|2|375|49|2|51|14|2|SIN DATO|10|1|3|12|5|1|2|-|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|51|51|406|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|74caff81babe5b7169c57d7253044743f00dc8b15d49c784791bce821c67bfa3|2022-06-05 21:07:35|2022-06-05 23:11:47|2022-06-05 23:28:56|CASILLA|MOVIL|ACTA PREP
"=""230762C0100"""|230762C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""762"""|1|C|0|1|2|381|42|3|45|7|1|3|4|2|5|14|2|2|1|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|45|45|406|3||1|F|082a45ceaa7aa45cdc60aae738662ab2a4c36146303e8e3a11036661a100b476|2022-06-05 21:45:03|2022-06-05 21:03:05|2022-06-05 21:07:07|CASILLA|MOVIL|ACTA PREP
"=""230763B0100"""|230763B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""763"""|1|B|0|1|2|403|105|6|105|38|12|1|10|2|4|25|8|2|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|105|105|488|6||1|F|d27f3e39d4f5ea38127bc4ada5e8879324b249dcd54a934884c63b48c305bba7|2022-06-05 21:32:17|2022-06-05 23:35:51|2022-06-05 23:46:43|CASILLA|MOVIL|ACTA PREP
"=""230764B0100"""|230764B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""764"""|1|B|0|1|2|347|124|3|127|SIN DATO|74|7|0|5|1|15|15|3|3|-|1|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|1|SIN DATO|1|127|128|454|3|ALGUN DATO ILEGIBLE O SIN DATO|1|F|f4eca2a14362c3b92330861d7a7715e6f586940545d27eab04610317c182fbba|2022-06-06 12:22:00|2022-06-06 12:27:35|2022-06-06 12:33:04|CATD|ESCANER|ACTA PREP
"=""230764C0100"""|230764C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""764"""|1|C|0|1|2|359|110|4|114|69|6|SIN DATO|6|4|13|9|1|SIN DATO|1|-|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|3|114|114|453|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|5efa4085452e2f5651cc985292088af0240c305449c7c491047d33d61662edd3|2022-06-06 12:21:00|2022-06-06 12:23:17|2022-06-06 12:29:36|CATD|ESCANER|ACTA PREP
"=""230765B0100"""|230765B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""765"""|1|B|0|1|2|531|122|4|126|72|9|0|6|3|7|19|1|2|2|-|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|126|126|637|4||1|F|bb3ed2a97493a199cf227624ef03fe0ed6593aa75c89817ea023a2391b8be0c1|2022-06-05 20:05:48|2022-06-05 19:15:01|2022-06-05 19:32:24|CASILLA|MOVIL|ACTA PREP
"=""230765C0100"""|230765C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""765"""|1|C|0|1|2|531|123|3|126|75|6|1|2|1|14|19|3|1|1|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|126|126|637|3||1|F|9dc1e729bbba5d85bc4a5174daad4a3b840e59eb4337069ce2035b25a1c7735d|2022-06-06 11:29:00|2022-06-06 11:35:03|2022-06-06 11:37:07|CATD|ESCANER|ACTA PREP
"=""230766B0100"""|230766B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""766"""|1|B|0|2|2|478|240|3|SIN DATO|101|26|3|26|5|23|38|14|0|2|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|241|241|701|3||1|F|4111d22c4054faf7bfabf9ab947fbc74a454cb8cc7bc2e0971f6470642d56535|2022-06-05 20:52:06|2022-06-05 21:29:48|2022-06-05 21:39:56|CASILLA|MOVIL|ACTA PREP
"=""230766C0100"""|230766C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""766"""|1|C|0|2|2|524|190|5|195|92|18|2|18|3|11|28|14|3|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|195|195|700|5||1|F|5ada5a9087f9cbe4a1154ca65d839006aaefd90b16bf87c185f3277418219596|2022-06-05 21:42:17|2022-06-05 20:52:30|2022-06-05 20:58:22|CASILLA|MOVIL|ACTA PREP
"=""230766C0200"""|230766C020002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""766"""|2|C|0|2|2|524|196|0|196|97|10|1|16|2|12|28|12|3|5|-|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|7|196|196|700|0||1|F|a2f4244ad64baef052104380c41b66ad8ec4e39b4147843f57eb62a259d1365b|2022-06-05 21:46:16|2022-06-05 21:04:07|2022-06-05 21:48:17|CASILLA|MOVIL|ACTA PREP
"=""230767B0100"""|230767B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""767"""|1|B|0|1|2|528|223|4|4|23|9|0|68|5|10|91|8|2|3|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|4|10|SIN DATO|233|741|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|925397740349d3cd9d2c69b7478470c81b3f2798ab110a035c93ead513521df5|2022-06-06 08:11:00|2022-06-06 08:26:18|2022-06-06 08:28:40|CATD|ESCANER|ACTA PREP
"=""230767C0100"""|230767C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""767"""|1|C|0|1|2|546|209|6|214|25|3|4|62|9|4|72|12|2|2|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|3|1|SIN DATO|SIN DATO|1|SIN DATO|14|214|214|740|6|ALGUN DATO ILEGIBLE O SIN DATO|1|F|20106bdc2638b60b4718fa6206dabacbc55e12a5085229604685b3ace7fb0303|2022-06-06 08:11:00|2022-06-06 08:20:18|2022-06-06 08:26:21|CATD|ESCANER|ACTA PREP
"=""230768B0100"""|230768B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""768"""|1|B|0|2|2|531|155|4|159|18|4|1|26|6|10|76|4|1|1|-|1|2|0|0|0|2|0|0|1|1|2|0|1|0|0|0|2|159|159|670|4||1|F|c40583ddb8ba38f32dd6fc4df1aaa6a0bd0d1285c0d47bd47d3689741de5d4fc|2022-06-05 21:33:59|2022-06-05 23:49:45|2022-06-06 00:11:45|CASILLA|MOVIL|ACTA PREP
"=""230768C0100"""|230768C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""768"""|1|C|0|2|2|510|174|5|180|10|4|1|51|3|12|79|6|0|2|-|0|0|0|0|2|0|0|0|0|0|2|0|1|0|0|0|7|180|180|670|5||1|F|c7d590cc9136ab6edca9a0bda9415bd481c6ffcd150cd6aeff98ed0cf44f05dd|2022-06-05 22:41:22|2022-06-06 00:09:05|2022-06-06 00:22:03|CASILLA|MOVIL|ACTA PREP
"=""230768C0200"""|230768C020002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""768"""|2|C|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|669|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230768C0300"""|230768C030002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""768"""|3|C|0|2|2|539|152|3|155|10|3|1|53|5|10|56|1|3|2|-|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|7|155|155|669|3||1|F|b0ae0f4cab7d808ef4b5da3499b4eb852b04eb92c05035179b3f6c5e89fbe897|2022-06-05 22:49:17|2022-06-06 00:10:55|2022-06-06 00:24:02|CASILLA|MOVIL|ACTA PREP
"=""230768C0400"""|230768C040002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""768"""|4|C|0|2|2|511|172|6|178|17|7|0|43|4|13|77|6|1|1|-|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|6|178|178|669|6|ALGUN DATO ILEGIBLE O SIN DATO|1|F|3e458927ebf76eff32b9c2ba38cddf8c0c9730af3c218a609dce1ff0ad4b7122|2022-06-06 08:04:00|2022-06-06 08:27:57|2022-06-06 08:44:30|CATD|ESCANER|ACTA PREP
"=""230768C0500"""|230768C050002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""768"""|5|C|0|2|2|528|157|5|161|18|5|1|33|7|8|68|6|2|1|-|0|0|1|0|1|0|0|0|0|0|4|0|1|0|1|0|4|161|161|669|5||1|F|135cb77139af2a126e330b51d70c795e55dbb55b20372b8c64b3632493654881|2022-06-05 22:01:08|2022-06-06 00:03:49|2022-06-06 00:27:07|CASILLA|MOVIL|ACTA PREP
"=""230768C0600"""|230768C060002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""768"""|6|C|0|2|2|538|162|4|158|6|7|4|42|8|7|69|2|2|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|SIN DATO|158|669|4||1|F|ae536fbd1b019744c25ef7ab098cbe4fb438a1fd789907d7874b3dd02695c841|2022-06-05 22:53:48|2022-06-06 00:13:37|2022-06-06 08:16:04|CASILLA|MOVIL|ACTA PREP
"=""230768C0700"""|230768C070002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""768"""|7|C|0|2|2|525|159|5|164|15|1|1|33|2|6|75|7|1|2|-|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|1|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|6|SIN DATO|154|669|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|7a4eebcd858306a3d3d7d5c0ef9b3a68a4e526df0e8e899e950870b650d270a3|2022-06-05 22:46:17|2022-06-06 00:12:33|2022-06-06 00:22:59|CASILLA|MOVIL|ACTA PREP
"=""230768C0800"""|230768C080002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""768"""|8|C|0|2|2|521|165|4|168|15|3|2|39|5|8|81|4|0|2|-|1|0|0|0|2|0|0|0|0|0|3|0|1|0|0|0|2|168|168|669|4||1|F|0acc6a3d327d1b8fb7dab53920ec9649b1a0a5e25acb8b78b7d0be67ce4cd379|2022-06-05 21:45:16|2022-06-05 23:40:49|2022-06-05 23:49:07|CASILLA|MOVIL|ACTA PREP
"=""230769B0100"""|230769B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""769"""|1|B|0|1|2|399|128|5|133|10|8|0|33|2|1|65|2|3|0|-|0|0|0|0|1|0|0|0|0|0|2|1|0|0|0|0|5|133|133|512|5||1|F|d2e51497cd21fccfe149a5e444f24004716f18af1e47e1592cb2120c63856de0|2022-06-06 10:57:00|2022-06-06 11:18:23|2022-06-06 11:44:35|CATD|ESCANER|ACTA PREP
"=""230769C0100"""|230769C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""769"""|1|C|0|1|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|511|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230769C0200"""|230769C020002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""769"""|2|C|0|1|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|7|4|0|34|3|5|54|4|6|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|125|125|511|0||1|F|fe258984cbeb975cddb9cc3dbfb2f4e62830a50410003cfe388efad02de293d0|2022-06-06 08:11:00|2022-06-06 08:22:04|2022-06-06 08:25:38|CATD|ESCANER|ACTA PREP
"=""230770B0100"""|230770B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""770"""|1|B|0|1|2|366|154|5|158|15|7|1|31|12|7|60|3|8|1|-|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|10|158|158|505|5||1|F|0dcfec90825213783d4edea5ecc2318a80e82a3af618427416baf1ad1ba9852f|2022-06-06 08:05:00|2022-06-06 08:30:15|2022-06-06 08:45:40|CATD|ESCANER|ACTA PREP
"=""230770C0100"""|230770C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""770"""|1|C|0|1|2|367|157|3|2|20|5|1|40|9|3|49|10|4|2|-|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|9|156|156|505|3|ALGUN DATO ILEGIBLE O SIN DATO|1|F|913a7a154221e6ce52838d8fba40e017a1e74e2ddbf0c9606a5af6d0b098e300|2022-06-06 08:05:00|2022-06-06 08:32:31|2022-06-06 08:47:02|CATD|ESCANER|ACTA PREP
"=""230771B0100"""|230771B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""771"""|1|B|0|1|2|425|154|154|156|21|8|2|37|4|3|56|10|2|1|-|1|2|1|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|7|156|156|561|0|ALGUN DATO ILEGIBLE O SIN DATO|1|F|9259101a70f71f31272c41c297aeee6dae9338d1b3b003b358681ea38da306dd|2022-06-06 09:08:00|2022-06-06 09:13:34|2022-06-06 09:18:18|CATD|ESCANER|ACTA PREP
"=""230771C0100"""|230771C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""771"""|1|C|0|1|2|425|150|5|SIN DATO|22|6|3|35|7|9|41|12|2|3|-|SIN DATO|1|1|SIN DATO|1|2|SIN DATO|SIN DATO|SIN DATO|1|1|SIN DATO|3|SIN DATO|SIN DATO|SIN DATO|5|155|155|560|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|983a7eda5643ff17c5e241f103997b23b2b0c0ef98f5d4f5b502fd17252e6db3|2022-06-06 08:05:00|2022-06-06 08:52:19|2022-06-06 09:16:27|CATD|ESCANER|ACTA PREP
"=""230772B0100"""|230772B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""772"""|1|B|0|2|2|348|128|4|SIN DATO|10|4|2|31|6|3|54|7|4|1|-|0|0|0|0|0|0|0|0|0|0|3|0|1|0|0|0|6|132|132|460|4||1|F|54622caedb59c3e52dc6d9b197f31831df2edb37505124d5dc17d2109d1a1e55|2022-06-06 09:08:00|2022-06-06 09:11:29|2022-06-06 09:17:33|CATD|ESCANER|ACTA PREP
"=""230773B0100"""|230773B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""773"""|1|B|0|2|2|373|117|4|121|70|12|0|2|1|12|15|3|0|0|-|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|2|2|121|121|474|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|bbeeb67e4df952c9cdddbfd36cc31c38c59c6504d8979067c484a4e64a4fdcfa|2022-06-06 10:43:00|2022-06-06 10:56:26|2022-06-06 11:05:59|CATD|ESCANER|ACTA PREP
"=""230773C0100"""|230773C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""773"""|1|C|0|2|2|374|113|5|119|65|5|3|9|1|13|12|5|1|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|119|119|473|5||1|F|1d34be77ce816c8687ea7961f706f998efe0a9b742c64586f2b8fe8136fac032|2022-06-06 10:57:00|2022-06-06 11:18:29|2022-06-06 11:43:57|CATD|ESCANER|ACTA PREP
"=""230774B0100"""|230774B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""774"""|1|B|0|2|2|347|88|4|92|23|10|0|5|6|4|34|1|1|2|-|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|1|2|92|92|419|4||1|F|00cde508893d2413b4e161633b73922bd62b7a18699e0452b7db815c8aa90e1c|2022-06-06 10:59:00|2022-06-06 11:15:04|2022-06-06 11:23:03|CATD|ESCANER|ACTA PREP
"=""230874B0100"""|230874B010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|1|B|0|2|2|614|156|4|156|22|7|2|38|3|13|56|4|2|1|-|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|5|156|156|749|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|9cc2d02e4ef078cf30ffb457cd0613bff20f46357ca64b83e7a426883dc1bb00|2022-06-06 06:12:00|2022-06-06 07:17:08|2022-06-06 07:34:29|CATD|ESCANER|ACTA PREP
"=""230874C0100"""|230874C010002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|1|C|0|2|2|596|165|7|172|34|10|4|32|2|10|47|9|4|3|-|0|0|1|0|0|0|0|0|0|1|2|0|0|0|0|0|13|172|172|749|7||1|F|e05dcb3cca333501c3aac13b6ad052ae990a1b389d1507fac5f5accf5035067c|2022-06-06 06:36:00|2022-06-06 06:55:37|2022-06-06 07:22:54|CATD|ESCANER|ACTA PREP
"=""230874C0200"""|230874C020002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|2|C|0|2|2|606|157|5|162|36|8|0|21|2|22|46|9|3|3|-|SIN DATO|0|1|SIN DATO|0|1|SIN DATO|0|0|0|0|0|1|0|1|0|9|162|163|749|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|ca8bafeed34075d0139527ca955f23dcfaab3069aad1e00751bf4e46c59c8ffe|2022-06-06 06:12:00|2022-06-06 07:28:47|2022-06-06 07:38:29|CATD|ESCANER|ACTA PREP
"=""230874C0300"""|230874C030002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|3|C|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|749|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230874C0400"""|230874C040002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|4|C|0|2|2|602|163|4|167|27|14|1|44|6|9|47|5|4|4|-|0|0|1|0|0|0|0|0|0|0|2|0|0|0|0|0|3|167|167|749|4||1|F|3d9c00e99350f7b66321253fc4f75efc3fc51c380543d35cc8556caf7837a824|2022-06-06 06:12:00|2022-06-06 07:14:05|2022-06-06 07:33:07|CATD|ESCANER|ACTA PREP
"=""230874C0500"""|230874C050002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|5|C|0|2|2|608|158|4|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|0|749|4|ALGUN DATO ILEGIBLE O SIN DATO|1|F|a1caa70338f46fabdbf4cadd3f0e2e51cb7190fb0b5f39219f6f8391fd813fcd|2022-06-06 05:39:00|2022-06-06 05:43:37|2022-06-06 05:48:28|CATD|ESCANER|ACTA PREP
"=""230874C0600"""|230874C060002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|6|C|0|2|2|615|152|2|153|26|6|1|36|2|13|48|5|6|2|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|4|153|153|749|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|5e2365a80750308e8fa590d3619ed5034556141cf9c8ad517588888e37445fa9|2022-06-06 06:38:00|2022-06-06 07:06:12|2022-06-06 07:26:41|CATD|ESCANER|ACTA PREP
"=""230874C0700"""|230874C070002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|7|C|0|2|2|632|132|5|SIN DATO|29|8|0|27|4|4|43|8|3|1|-|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|4|5|138|138|749|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|c0acec243eef2a350965adc3e14b4ffa91c5510330eec39880b4150d90595b68|2022-06-06 05:32:00|2022-06-06 05:42:02|2022-06-06 05:50:25|CATD|ESCANER|ACTA PREP
"=""230874C0800"""|230874C080002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|8|C|0|2|2|632|132|4|135|30|4|3|19|3|8|48|4|3|2|-|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|0|8|135|135|749|4||1|F|8ff1f7a445b2f47a30168b973eb3f279c514af3adc631ba31f330a8f4e002383|2022-06-05 20:56:02|2022-06-05 21:56:39|2022-06-05 22:21:21|CASILLA|MOVIL|ACTA PREP
"=""230874C0900"""|230874C090002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|9|C|0|2|2|616|153|0|153|39|9|1|38|2|15|36|8|2|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|153|154|749|0||1|F|e174d5ab6e58603dcda3302ae106a0656fab96204c5e6d2def8e454211602568|2022-06-06 06:12:00|2022-06-06 07:25:37|2022-06-06 07:33:59|CATD|ESCANER|ACTA PREP
"=""230874C1000"""|230874C100002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|10|C|0|2|2|603|165|7|165|40|1|2|23|4|16|50|7|3|2|-|1|0|2|0|1|0|0|0|0|0|2|1|0|1|1|SIN DATO|8|165|165|749|7|ALGUN DATO ILEGIBLE O SIN DATO|1|F|c892d617f1c72c9093b6eed2ed4f9a13b50783c15fdd62a4b4249034abedcc6e|2022-06-05 21:31:36|2022-06-05 23:39:29|2022-06-05 23:51:23|CASILLA|MOVIL|ACTA PREP
"=""230874C1100"""|230874C110002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|11|C|0|2|2|626|139|4|143|27|2|0|34|7|7|42|11|2|1|-|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|6|143|143|749|4||1|F|4713d7be408fa10fec8dbd6ee888480f4295e25b9933843c7ad93cb51bcacf37|2022-06-05 21:27:52|2022-06-05 23:37:33|2022-06-06 00:10:35|CASILLA|MOVIL|ACTA PREP
"=""230874C1200"""|230874C120002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|12|C|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|749|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|F||N/A|N/A|N/A|CATD||
"=""230874C1300"""|230874C130002|23|QUINTANA ROO|"=""09"""|DISTRITO 09|"=""874"""|13|C|0|2|2|614|150|5|155|42|12|2|19|1|15|41|6|1|1|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|1|SIN DATO|SIN DATO|SIN DATO|13|155|155|749|5|ALGUN DATO ILEGIBLE O SIN DATO|1|F|5ee40044eabf1f678fb8db38a6256837330dca66c7ccba05eead161587a7072e|2022-06-05 20:50:50|2022-06-05 21:15:37|2022-06-05 21:18:54|CASILLA|MOVIL|ACTA PREP
