CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|TOTAL_BOLETAS_SOBRANTES|TOTAL_PERSONAS_VOTARON|TOTAL_REP_PARTIDO_CI_VOTARON|TOTAL_VOTOS_SACADOS|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_ASENTADO|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|REPRESENTANTES_PP_CI|OBSERVACIONES|CONTABILIZADA|MECANISMOS_TRASLADO|CODIGO_INTEGRIDAD|FECHA_HORA_ACOPIO|FECHA_HORA_CAPTURA|FECHA_HORA_VERIFICACION|ORIGEN|DIGITALIZACION|TIPO_DOCUMENTO
"=""230474C0100"""|230474C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""474"""|1|C|0|1|2|433|276|7|282|14|10|8|105|5|22|63|13|3|7|-|1|2|0|0|0|2|0|0|0|0|2|0|3|0|0|0|22|SIN DATO|282|697|7||1|I|92edc87bc30bb3e78a17b3ed0f3a23f0b2e226600b078321572e1c0c0c8fe361|2022-06-05 23:40:10|2022-06-06 01:22:52|2022-06-06 01:59:07|CASILLA|MOVIL|ACTA PREP
"=""230475B0100"""|230475B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""475"""|1|B|0|1|2|396|252|8|260|21|8|3|67|7|30|78|15|7|3|-|2|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|19|260|263|650|8|ALGUN DATO ILEGIBLE O SIN DATO|1|I|ee5e607873a7d030ea688549cb785073005b5e2866b016ae08b7a8e0c4ec53d9|2022-06-05 21:02:21|2022-06-05 21:22:51|2022-06-05 21:33:41|CASILLA|MOVIL|ACTA PREP
"=""230475C0100"""|230475C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""475"""|1|C|0|1|2|396|270|4|274|19|9|13|69|10|26|61|15|4|5|-|1|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|39|273|275|650|4||1|I|e6faaa0770e9271a05d1e724668bccf38bb49f87dce24d629f6029a2c4e94054|2022-06-05 21:28:10|2022-06-05 21:54:34|2022-06-05 21:58:05|CASILLA|MOVIL|ACTA PREP
"=""230476B0100"""|230476B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""476"""|1|B|0|1|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|539|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|I||N/A|N/A|N/A|CATD||
"=""230476C0100"""|230476C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""476"""|1|C|0|1|2|SIN DATO|SIN DATO|SIN DATO|248|22|6|2|68|4|20|81|11|6|6|-|2|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|1|SIN DATO|1|1|15|SIN DATO|248|538|0|ALGUN DATO ILEGIBLE O SIN DATO|1|I|6940c40129f2acc57ec43fac6df0d5f8c84b5f1fe206bb3ed8254bd450c92fd0|2022-06-05 22:54:00|2022-06-06 01:25:49|2022-06-06 01:34:33|CATD|ESCANER|ACTA PREP
"=""230477B0100"""|230477B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""477"""|1|B|0|1|2|384|272|6|289|15|12|3|103|9|17|83|11|6|7|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|3|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|19|289|289|642|6|ALGUN DATO ILEGIBLE O SIN DATO|1|I|bf64bda18338805954dc7cf05ec6617565e1ad0f2176a419d6abae5c2de3f87e|2022-06-05 22:46:00|2022-06-06 00:57:48|2022-06-06 01:01:13|CATD|ESCANER|ACTA PREP
"=""230477C0100"""|230477C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""477"""|1|C|0|1|2|SIN DATO|197|7|197|15|3|2|74|4|28|58|6|4|3|-|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|197|200|641|7||1|I|2cda94c6917271f059df924ca464fc5d9ef37770325b8e4beaff8a716bb99f1a|2022-06-05 22:33:56|2022-06-05 23:34:10|2022-06-06 00:21:35|CASILLA|MOVIL|ACTA PREP
"=""230478B0100"""|230478B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""478"""|1|B|0|1|2|315|227|6|233|12|7|2|83|1|16|74|13|3|3|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|17|233|233|528|6|ALGUN DATO ILEGIBLE O SIN DATO|1|I|72c4dc4aa73680a47d4846a529c7d47de15823eec9028db45d156af575151e74|2022-06-05 22:51:00|2022-06-06 00:56:08|2022-06-06 01:03:19|CATD|ESCANER|ACTA PREP
"=""230478C0100"""|230478C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""478"""|1|C|0|1|2|299|SIN DATO|8|249|15|11|5|87|3|18|65|9|7|3|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|3|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|14|249|242|528|8|ALGUN DATO ILEGIBLE O SIN DATO|1|I|92844a22f45ca9ac63bc5175db3426f5c11aa5972fbf1ae1d4456c2d0100347e|2022-06-05 22:47:00|2022-06-06 03:51:36|2022-06-06 03:53:58|CATD|ESCANER|ACTA PREP
"=""230479B0100"""|230479B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""479"""|1|B|0|1|2|323|192|7|198|9|5|4|50|4|31|72|4|3|4|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|11|198|197|503|7|ALGUN DATO ILEGIBLE O SIN DATO|1|I|75584f51883d24458e413c5e6d80c8a79acf553d02f2a91fbfaf1ae18dc0e50b|2022-06-06 00:27:00|2022-06-06 03:17:33|2022-06-06 03:23:22|CATD|ESCANER|ACTA PREP
"=""230479C0100"""|230479C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""479"""|1|C|0|1|2|292|225|6|226|17|5|4|53|4|18|90|13|7|3|-|2|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|14|233|233|503|6|ALGUN DATO ILEGIBLE O SIN DATO|1|I|83f6bb607bfe0370925c35e7d979675ec62f2497cb488b54c4eb1dea6ef9eb32|2022-06-06 00:31:00|2022-06-06 03:28:14|2022-06-06 03:30:46|CATD|ESCANER|ACTA PREP
"=""230480B0100"""|230480B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""480"""|1|B|0|1|2|340|184|4|188|15|7|5|41|5|21|64|12|4|SIN DATO|-|SIN DATO|1|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|9|188|188|508|4|ALGUN DATO ILEGIBLE O SIN DATO|1|I|33d30b9d7fbebe5a69936e7289a76344330ebc6934eb92f4e3908b6a3725fbd6|2022-06-05 21:35:00|2022-06-05 22:38:10|2022-06-06 00:03:49|CATD|ESCANER|ACTA PREP
"=""230480C0100"""|230480C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""480"""|1|C|0|1|2|307|214|6|220|12|15|3|56|4|29|63|17|3|4|-|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|11|220|220|507|6|ALGUN DATO ILEGIBLE O SIN DATO|1|I|3fc9f52c362fb2b14f66ed6589de8f4ed79012b272df83f37a471638e36caad3|2022-06-05 21:36:00|2022-06-05 23:02:56|2022-06-06 00:09:54|CATD|ESCANER|ACTA PREP
"=""230481B0100"""|230481B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""481"""|1|B|0|1|2|375|298|4|302|28|12|6|65|2|38|106|8|9|3|-|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|23|302|303|663|4||1|I|acc446b15cab7aec00de2f61cda90f1da85e4820bb90ba68c4a83bf8ac4cab85|2022-06-05 22:58:00|2022-06-06 04:59:03|2022-06-06 05:03:47|CATD|ESCANER|ACTA PREP
"=""230481C0100"""|230481C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""481"""|1|C|0|1|2|418|259|5|264|19|10|4|84|7|32|72|9|9|3|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|4|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|10|264|264|662|5|ALGUN DATO ILEGIBLE O SIN DATO|1|I|2eae531459305cdf1f0d969d9803d7c026c2173f386b828d35dcd63782d8ba62|2022-06-06 00:34:00|2022-06-06 03:16:34|2022-06-06 03:18:42|CATD|ESCANER|ACTA PREP
"=""230482B0100"""|230482B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""482"""|1|B|0|1|2|401|281|4|285|16|6|1|127|5|16|85|5|3|1|-|0|1|1|0|0|0|0|0|0|0|4|0|0|0|0|0|14|SIN DATO|285|666|4||1|I|d7e4f7bfd0fb53d5f5ceb71ccc27a9906f1eac9d92bf7487c3fcf1021d5ab353|2022-06-06 00:27:00|2022-06-06 03:22:00|2022-06-06 03:26:33|CATD|ESCANER|ACTA PREP
"=""230483B0100"""|230483B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""483"""|1|B|0|1|2|255|210|5|215|12|5|1|86|4|17|63|4|2|1|-|1|0|1|0|3|0|0|0|0|0|1|0|1|1|0|0|13|215|216|450|5||1|I|a8d7320bd2187bf8848917da3ce4d748557a05b54370a65d2a47eebf64bc5b24|2022-06-05 20:55:19|2022-06-05 21:19:19|2022-06-05 21:22:56|CASILLA|MOVIL|ACTA PREP
"=""230483C0100"""|230483C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""483"""|1|C|0|1|2|282|181|6|187|11|8|1|73|6|21|41|6|5|2|-|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|8|187|187|449|6||1|I|e62f0469def1d1acf181a7fbda1433ad8a5de81c758a6a6646110d0ce04f8536|2022-06-05 21:06:09|2022-06-05 21:16:28|2022-06-05 21:18:59|CASILLA|MOVIL|ACTA PREP
"=""230484B0100"""|230484B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""484"""|1|B|0|1|2|315|238|2|240|16|0|3|104|6|24|41|9|5|3|-|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|26|240|240|535|2||1|I|a2a3cff4aba1bed9efd50b5f8519a4da321e2697088c8d5ac4db3513f67d9c51|2022-06-05 23:07:00|2022-06-06 00:53:06|2022-06-06 01:01:59|CATD|ESCANER|ACTA PREP
"=""230484C0100"""|230484C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""484"""|1|C|0|1|2|334|334|3|220|12|3|3|94|3|18|44|5|6|3|-|0|0|0|0|1|1|0|0|0|0|2|0|0|0|0|0|25|220|220|534|3||1|I|7246fedc6fe9054ab070b6f057b5676d53278337b4b4a6bb15f38e4054c0c0a3|2022-06-05 23:04:00|2022-06-06 00:51:46|2022-06-06 00:55:03|CATD|ESCANER|ACTA PREP
"=""230485B0100"""|230485B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""485"""|1|B|0|1|2|305|205|3|208|12|4|2|69|8|12|77|6|9|2|-|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|10|213|213|494|3|ALGUN DATO ILEGIBLE O SIN DATO|1|I|3e9bf2b6b82dcf527475ee7cff70b85669fba261e8d4877e89376fc3e5e2dbb3|2022-06-05 21:27:19|2022-06-05 20:30:52|2022-06-05 20:35:41|CASILLA|MOVIL|ACTA PREP
"=""230485C0100"""|230485C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""485"""|1|C|0|1|2|314|195|5|195|19|2|4|53|6|18|63|6|13|0|-|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|10|195|195|494|5|ALGUN DATO ILEGIBLE O SIN DATO|1|I|cc6c6dd260c9ea91ec62e42c00b731b3a10e91c3ad0383de65204261fcdcc6b3|2022-06-05 21:38:18|2022-06-05 20:48:08|2022-06-05 20:52:28|CASILLA|MOVIL|ACTA PREP
"=""230486B0100"""|230486B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""486"""|1|B|0|1|2|246|SIN DATO|SIN DATO|SIN DATO|6|SIN DATO|4|74|3|10|39|7|6|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|151|395|0|ALGUN DATO ILEGIBLE O SIN DATO|1|I|59149f843abf0941e61388b224809f613d76c419ebac39d6ac3df26b66a8019e|2022-06-05 22:33:05|2022-06-06 00:46:34|2022-06-06 00:49:13|CASILLA|MOVIL|ACTA PREP
"=""230486C0100"""|230486C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""486"""|1|C|0|1|2|238|172|5|177|11|5|1|64|5|9|57|4|6|1|-|1|2|0|0|0|0|0|0|0|0|1|0|0|0|0|0|10|177|177|395|5||1|I|be85f68bda0750ded612ba94a97ca7bdb70a755d0d44922bc531b7b5f0bab17e|2022-06-05 23:00:32|2022-06-06 00:11:02|2022-06-06 00:31:24|CASILLA|MOVIL|ACTA PREP
"=""230487B0100"""|230487B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""487"""|1|B|0|1|2|221|179|6|172|2|5|1|64|6|28|46|8|0|4|-|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|5|SIN DATO|172|384|6||1|I|141c3117574d0aa88d3ad5ba3320a2fb9d1c906159c2aaf5b79a3e082f04349b|2022-06-06 00:05:00|2022-06-06 01:32:53|2022-06-06 01:36:04|CATD|ESCANER|ACTA PREP
"=""230487C0100"""|230487C010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""487"""|1|C|0|1|2|237|161|5|4|9|2|4|71|1|26|44|1|4|1|-|1|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|6|172|173|383|5||1|I|a298c55c8f3f45b49e4deda373a5817655defebaeec839b7aab79f96880c14cd|2022-06-06 00:00:00|2022-06-06 02:16:03|2022-06-06 02:19:22|CATD|ESCANER|ACTA PREP
"=""230488B0100"""|230488B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""488"""|1|B|0|1|2|370|326|5|331|27|9|4|78|21|32|103|18|10|15|-|1|1|0|0|0|1|0|0|0|1|2|0|1|0|0|0|7|331|331|681|5||1|I|d6aacfd13a56a35d3434abafe3198ae177e2907afcc00ee0a0be12d371599980|2022-06-05 22:56:16|2022-06-05 23:30:46|2022-06-06 00:29:56|CASILLA|MOVIL|ACTA PREP
"=""230489B0100"""|230489B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""489"""|1|B|0|1|2|381|310|7|317|20|8|4|92|4|37|109|8|4|2|-|SIN DATO|1|SIN DATO|SIN DATO|2|1|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|3|SIN DATO|SIN DATO|1|15|317|312|678|7|ALGUN DATO ILEGIBLE O SIN DATO|1|I|7fc8bd906a92418381978af2a36ba857c8f3cde1ac4cdff6c29701feb2b57ac8|2022-06-06 04:52:00|2022-06-06 05:52:05|2022-06-06 05:52:46|CATD|ESCANER|ACTA PREP
"=""230490B0100"""|230490B010002|23|QUINTANA ROO|"=""04"""|DISTRITO 04|"=""490"""|1|B|0|1|2|422|321|6|328|18|14|1|113|15|22|98|10|6|5|-|SIN DATO|1|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|4|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|18|328|328|730|6|ALGUN DATO ILEGIBLE O SIN DATO|1|I|17f26a779ccab56b7406787c81ce1a9bf60fea3e5b70279be1dd031ef3bcb7a5|2022-06-05 22:13:00|2022-06-05 23:25:05|2022-06-06 00:04:39|CATD|ESCANER|ACTA PREP
"=""230021B0100"""|230021B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""021"""|1|B|0|1|2|313|174|4|176|18|5|4|43|4|19|57|14|1|1|-|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|7|176|176|471|4||1|I|b343760d71f445dbbfaa07fb2198316a6c9984ef3565bf385121f4e51b8e304e|2022-06-05 21:43:54|2022-06-05 21:50:31|2022-06-05 22:19:27|CASILLA|MOVIL|ACTA PREP
"=""230021C0100"""|230021C010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""021"""|1|C|0|1|2|324|184|5|184|26|6|3|38|19|59|10|0|1|0|-|0|0|0|2|2|0|0|0|1|SIN DATO|1|0|1|0|1|0|7|184|177|471|5|ALGUN DATO ILEGIBLE O SIN DATO|1|I|b01dae09de2273a469f1fa90e3dcfd57939e40b6e8cce446beee13f1513eb9ef|2022-06-05 23:55:00|2022-06-06 00:52:42|2022-06-06 02:15:40|CATD|ESCANER|ACTA PREP
"=""230022B0100"""|230022B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""022"""|1|B|0|1|2|324|194|3|195|25|3|7|39|7|31|68|10|0|4|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|6|195|201|503|3||1|I|d240396b0fb634032fcd42c3eac08f9c7569fb24a3fe84578ebae27827de1bb9|2022-06-05 23:26:00|2022-06-05 23:55:33|2022-06-06 00:20:18|CATD|ESCANER|ACTA PREP
"=""230022C0100"""|230022C010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""022"""|1|C|0|1|2|351|167|4|169|16|7|1|28|3|9|74|13|1|5|-|2|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|7|SIN DATO|169|502|4||1|I|ce438165434ff3bb9dd1a2b5ed367229c0b0089d6fa9b5278a10e6f00cce2e7c|2022-06-05 23:26:00|2022-06-06 00:02:20|2022-06-06 00:27:32|CATD|ESCANER|ACTA PREP
"=""230023B0100"""|230023B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""023"""|1|B|0|1|2|446|312|0|312|28|17|1|76|6|25|119|12|3|2|-|1|0|0|2|1|0|0|0|0|0|1|0|1|0|1|1|15|312|312|738|0||1|I|96ebd46405649f8dc9c4762fed9352a9ac6198dd7402ad0ecd93053ef0a5ace5|2022-06-06 00:10:05|2022-06-06 01:48:00|2022-06-06 02:48:01|CASILLA|MOVIL|ACTA PREP
"=""230024B0100"""|230024B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""024"""|1|B|0|1|2|339|236|5|241|30|10|8|34|6|25|94|13|2|3|-|0|1|0|0|1|1|0|0|0|0|2|1|2|0|0|0|8|241|241|560|5||1|I|740bb641ee99d56d3b61cb55b9b3587af65fae4e021e76196b5d7069533989f6|2022-06-05 22:02:54|2022-06-05 22:50:46|2022-06-05 23:15:33|CASILLA|MOVIL|ACTA PREP
"=""230024C0100"""|230024C010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""024"""|1|C|0|1|2|347|229|4|233|25|10|4|32|9|28|93|17|4|1|-|1|1|0|0|0|2|0|0|1|0|0|0|0|0|0|0|5|233|233|560|4||1|I|7df232ad23dae67e203670dfee6d3ea4f8b617eb5d8d2efd74727a19dc085469|2022-06-05 21:16:07|2022-06-05 21:23:50|2022-06-05 22:00:55|CASILLA|MOVIL|ACTA PREP
"=""230025B0100"""|230025B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""025"""|1|B|0|1|2|446|244|2|246|28|10|5|37|9|20|104|6|2|6|-|0|0|0|0|0|2|0|0|0|2|2|0|0|0|0|0|16|246|249|672|2||1|I|ad9249f542b0567e0a760b994169a9384fd0bf26d2edb6a14dbce23317f2b338|2022-06-05 21:39:55|2022-06-05 21:49:21|2022-06-05 22:03:21|CASILLA|MOVIL|ACTA PREP
"=""230026B0100"""|230026B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""026"""|1|B|0|1|2|451|250|4|254|32|11|4|56|7|30|81|6|3|1|-|1|2|0|0|3|0|0|0|0|0|3|0|0|0|0|0|14|254|254|685|4||1|I|4136b4e9c7cd03a2b8172c3c8ff70efeec1f1ca5e8dbffe7119cf2f25a71ccc5|2022-06-05 21:26:09|2022-06-05 22:10:18|2022-06-05 22:29:40|CASILLA|MOVIL|ACTA PREP
"=""230027B0100"""|230027B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""027"""|1|B|0|1|2|309|193|7|200|30|7|1|39|9|17|65|7|1|1|-|0|1|ILEGIBLE|0|0|0|0|0|0|0|2|0|1|0|0|0|19|200|200|489|7|ALGUN DATO ILEGIBLE O SIN DATO|1|I|f9fb47f73487c8477d8fdaeb7a193593d4eb039e99489e631ce57f6c2d6c18c5|2022-06-05 23:55:00|2022-06-06 00:53:44|2022-06-06 02:14:30|CATD|ESCANER|ACTA PREP
"=""230027C0100"""|230027C010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""027"""|1|C|0|1|2|312|189|7|192|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|192|9|489|7|ALGUN DATO ILEGIBLE O SIN DATO|1|I|fe12ebe9a0f4a76df5c3f94ae4a88fe5563cf1b0fa29cc610fc79d74e6824e2d|2022-06-05 23:50:00|2022-06-06 00:55:54|2022-06-06 02:04:07|CATD|ESCANER|ACTA PREP
"=""230028B0100"""|230028B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""028"""|1|B|0|1|2|319|241|6|247|19|12|6|58|8|22|81|14|2|5|-|1|1|0|0|0|1|0|0|0|0|1|0|0|1|0|1|13|247|246|546|6||1|I|56b7c0c12eac0d9305027d638b533733a779963a0b52bd573ec6cbe641fb4b1e|2022-06-05 23:55:00|2022-06-06 01:05:21|2022-06-06 01:55:21|CATD|ESCANER|ACTA PREP
"=""230028C0100"""|230028C010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""028"""|1|C|0|1|2|322|240|4|244|18|13|5|56|6|20|92|8|2|7|-|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|244|244|546|4||1|I|0880c96d8642233ee03c4e956564417fbc4ce3125354abe0fbea6d1d5b387f91|2022-06-05 23:50:00|2022-06-06 00:57:17|2022-06-06 02:03:34|CATD|ESCANER|ACTA PREP
"=""230043B0100"""|230043B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""043"""|1|B|0|1|2|235|209|5|214|7|5|0|51|8|28|79|8|1|9|-|0|0|0|0|0|0|0|0|1|0|1|1|1|0|1|0|13|214|214|428|5||1|I|428a205609118e6832d577e23fc39020afadf53b7e238819d717064de260e5d7|2022-06-05 23:35:00|2022-06-06 00:25:23|2022-06-06 01:40:37|CATD|ESCANER|ACTA PREP
"=""230043C0100"""|230043C010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""043"""|1|C|0|1|2|231|207|4|211|11|8|2|24|11|129|101|6|4|4|-|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|0|8|211|311|428|4||1|I|0ffd133bbc4dbe7ecd7ce4abb5034917d2e67897229fb38aa83f98e069600c32|2022-06-05 23:35:00|2022-06-06 00:16:32|2022-06-06 01:41:32|CATD|ESCANER|ACTA PREP
"=""230044B0100"""|230044B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""044"""|1|B|0|1|2|385|225|2|227|17|4|1|46|7|27|94|7|3|4|-|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|13|227|227|590|2||1|I|00d3a062b0aceb66c64ddfd830358badcfb69c0add04e57eaa073b8fe2d0a7a4|2022-06-06 00:38:00|2022-06-06 01:16:06|2022-06-06 01:46:10|CATD|ESCANER|ACTA PREP
"=""230044C0100"""|230044C010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""044"""|1|C|0|1|2|389|SIN DATO|2|220|23|6|3|46|5|21|85|7|1|4|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2|15|220|220|589|2||1|I|87b07a03065c24b999579eb1f9dfbaa1957b50e8b03d5ad16ad528513b151015|2022-06-05 21:00:53|2022-06-05 21:17:18|2022-06-05 22:24:39|CASILLA|MOVIL|ACTA PREP
"=""230045B0100"""|230045B010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""045"""|1|B|0|1|2|342|238|5|243|26|18|7|21|8|40|99|10|1|2|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|243|241|565|5||1|I|a5f810e15123d6f968417474c51540d29744762663b02240188cbbfef641a343|2022-06-06 00:55:00|2022-06-06 02:07:47|2022-06-06 03:01:37|CATD|ESCANER|ACTA PREP
"=""230045C0100"""|230045C010002|23|QUINTANA ROO|"=""05"""|DISTRITO 05|"=""045"""|1|C|0|1|2|362|219|3|221|35|7|10|29|10|28|81|5|2|3|-|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|8|221|221|564|3||1|I|e866f95639bdfd417c8bae9e19476d27e45184e52dc2fdf762f7b53c6608fc40|2022-06-06 00:43:00|2022-06-06 02:31:31|2022-06-06 03:04:43|CATD|ESCANER|ACTA PREP
